month,group,customer_age,customer_type,avg_order_value_gbp,orders_last_90d,web_sessions_last_30d,discount_eligible,area_affluence_score,made_purchase_30d,tracking_version
2024-02,Treatment,39,New,36.06,4,6.0,No,19,No,v1
2024-02,Treatment,31,New,44.92,2,10.0,Yes,23,Yes,v1
2024-02,Treatment,48,New,33.67,5,10.0,No,28,Yes,v1
2024-02,Treatment,55,Existing,46.74,3,9.0,Yes,37,No,v1
2024-02,Treatment,50,Existing,32.61,4,8.0,No,38,Yes,v1
2024-02,Treatment,18,Existing,42.08,2,8.0,No,24,Yes,v1
2024-02,Treatment,37,New,33.39,2,7.0,Yes,32,No,v1
2024-02,Treatment,26,New,40.59,1,5.0,Yes,23,No,v1
2024-02,Treatment,33,Existing,34.38,4,9.0,No,36,Yes,v1
2024-02,Treatment,18,Existing,50.76,5,2.0,No,33,No,v1
2024-02,Treatment,20,Existing,43.14,3,8.0,Yes,31,No,v1
2024-02,Treatment,37,Existing,42.01,2,5.0,Yes,36,Yes,v1
2024-02,Treatment,29,New,39.05,1,7.0,Yes,27,Yes,v1
2024-02,Treatment,35,Existing,36.59,2,8.0,No,25,No,v1
2024-02,Treatment,46,New,35.83,1,11.0,Yes,22,Yes,v1
2024-02,Treatment,54,Existing,36.23,5,6.0,Yes,25,No,v1
2024-02,Treatment,27,New,38.9,0,7.0,Yes,31,Yes,v1
2024-02,Treatment,43,Existing,33.84,1,3.0,No,25,No,v1
2024-02,Treatment,26,Existing,25.79,2,4.0,Yes,24,No,v1
2024-02,Treatment,34,New,48.83,4,13.0,No,23,Yes,v1
2024-02,Treatment,18,New,21.04,3,5.0,Yes,23,Yes,v1
2024-02,Treatment,47,Existing,50.49,3,5.0,No,25,No,v1
2024-02,Treatment,42,New,44.98,0,4.0,Yes,16,No,v1
2024-02,Treatment,31,Existing,37.71,5,8.0,No,21,Yes,v1
2024-02,Treatment,52,Existing,41.6,2,5.0,Yes,19,Yes,v1
2024-02,Treatment,54,Existing,30.83,5,9.0,No,13,Yes,v1
2024-02,Treatment,45,New,36.25,4,10.0,Yes,31,No,v1
2024-02,Treatment,28,New,42.66,5,5.0,No,30,No,v1
2024-02,Treatment,42,Existing,56.18,4,7.0,No,27,No,v1
2024-02,Treatment,61,Existing,54.12,3,10.0,No,32,Yes,v1
2024-02,Treatment,40,New,39.59,2,14.0,Yes,24,No,v1
2024-02,Treatment,41,New,39.7,2,9.0,No,30,Yes,v1
2024-02,Treatment,26,Existing,36.27,2,4.0,No,35,No,v1
2024-02,Treatment,31,Existing,49.05,5,10.0,No,31,Yes,v1
2024-02,Treatment,39,New,35.33,2,6.0,Yes,16,Yes,v1
2024-02,Treatment,47,Existing,45.24,4,5.0,No,25,Yes,v1
2024-02,Treatment,34,Existing,45.19,2,10.0,No,25,No,v1
2024-02,Treatment,32,New,35.37,2,6.0,No,17,No,v1
2024-02,Treatment,54,Existing,41.31,4,0.0,No,26,No,v1
2024-02,Treatment,41,New,56.26,1,4.0,Yes,30,No,v1
2024-02,Treatment,18,Existing,43.1,0,4.0,No,30,Yes,v1
2024-02,Treatment,39,New,29.65,2,6.0,No,27,No,v1
2024-02,Treatment,23,Existing,25.1,4,8.0,Yes,29,No,v1
2024-02,Treatment,48,Existing,37.97,4,11.0,No,30,No,v1
2024-02,Treatment,18,New,37.43,1,6.0,No,34,Yes,v1
2024-03,Control,29,Existing,52.89,5,9.0,No,25,Yes,v1
2024-03,Control,35,Existing,38.81,2,5.0,No,28,No,v1
2024-03,Control,18,New,45.69,2,6.0,Yes,34,Yes,v1
2024-03,Control,60,Existing,40.7,3,7.0,No,33,Yes,v1
2024-03,Control,20,New,47.55,2,7.0,Yes,29,No,v1
2024-03,Control,44,New,24.03,3,8.0,Yes,22,No,v1
2024-03,Control,43,Existing,53.17,0,8.0,No,35,No,v1
2024-03,Control,54,New,29.31,2,11.0,Yes,31,No,v1
2024-03,Control,44,New,37.12,3,6.0,No,22,No,v1
2024-03,Control,29,Existing,41.04,1,11.0,No,29,Yes,v1
2024-03,Control,35,New,32.91,1,3.0,Yes,16,No,v1
2024-03,Control,69,New,48.8,2,5.0,No,32,Yes,v1
2024-03,Control,46,Existing,48.41,3,6.0,No,40,Yes,v1
2024-03,Control,47,Existing,39.93,3,3.0,No,39,No,v1
2024-03,Control,19,New,33.18,1,1.0,No,12,Yes,v1
2024-03,Control,65,Existing,40.81,2,3.0,No,23,No,v1
2024-03,Control,30,New,38.66,1,6.0,No,32,Yes,v1
2024-03,Control,31,New,18.5,2,9.0,Yes,13,Yes,v1
2024-03,Control,18,New,38.55,0,2.0,No,32,Yes,v1
2024-03,Control,38,Existing,48.32,2,5.0,Yes,16,No,v1
2024-03,Control,32,Existing,29.32,4,8.0,No,21,Yes,v1
2024-03,Control,22,Existing,31.03,3,6.0,No,17,No,v1
2024-03,Control,47,New,53.75,1,6.0,No,34,No,v1
2024-03,Control,35,New,35.11,2,10.0,Yes,25,No,v1
2024-03,Control,31,Existing,40.65,6,5.0,Yes,31,Yes,v1
2024-03,Control,27,Existing,40.21,4,9.0,Yes,30,No,v1
2024-03,Control,25,New,37.45,2,12.0,No,22,No,v1
2024-03,Control,35,Existing,28.34,3,6.0,Yes,23,Yes,v1
2024-03,Control,18,New,37.57,3,8.0,Yes,39,No,v1
2024-03,Control,20,New,55.65,1,6.0,Yes,34,No,v1
2024-03,Control,54,Existing,36.15,6,10.0,Yes,20,Yes,v1
2024-03,Control,34,New,34.0,3,7.0,No,33,No,v1
2024-03,Control,46,New,31.64,1,3.0,Yes,23,Yes,v1
2024-03,Control,54,New,29.92,4,11.0,Yes,28,No,v1
2024-03,Control,55,Existing,46.05,4,5.0,Yes,36,Yes,v1
2024-03,Control,30,New,30.4,2,6.0,No,24,No,v1
2024-03,Control,37,Existing,49.1,2,9.0,No,19,No,v1
2024-03,Control,32,New,53.67,5,9.0,No,29,No,v1
2024-03,Control,49,Existing,41.5,5,6.0,No,25,Yes,v1
2024-03,Control,48,New,28.52,3,7.0,Yes,14,No,v1
2024-03,Control,34,Existing,22.76,4,8.0,No,20,Yes,v1
2024-03,Control,51,Existing,26.59,4,8.0,Yes,33,No,v1
2024-03,Control,58,Existing,46.42,6,7.0,No,28,No,v1
2024-03,Control,42,New,47.4,1,5.0,No,23,No,v1
2024-03,Control,40,Existing,55.71,2,9.0,Yes,35,No,v1
2024-03,Control,38,New,19.64,1,5.0,No,16,No,v1
2024-03,Control,27,Existing,24.76,2,12.0,No,36,No,v1
2024-03,Control,37,Existing,42.53,7,6.0,No,21,Yes,v1
2024-03,Control,25,Existing,42.81,2,2.0,Yes,25,Yes,v1
2024-03,Control,53,Existing,32.92,4,7.0,Yes,17,Yes,v1
2024-03,Control,54,New,54.01,2,5.0,Yes,25,No,v1
2024-03,Control,29,Existing,39.19,2,9.0,No,17,Yes,v1
2024-03,Control,48,Existing,31.33,4,9.0,No,24,No,v1
2024-03,Control,29,New,37.87,0,7.0,Yes,24,No,v1
2024-03,Control,44,New,40.25,2,8.0,No,29,No,v1
2024-03,Control,44,New,35.9,2,4.0,No,21,No,v1
2024-03,Control,36,New,36.41,3,6.0,No,27,No,v1
2024-03,Control,24,New,42.18,1,6.0,Yes,23,No,v1
2024-03,Control,58,New,45.48,1,7.0,Yes,34,No,v1
2024-03,Control,38,New,36.66,3,12.0,Yes,26,No,v1
2024-03,Control,59,Existing,53.68,4,6.0,No,37,No,v1
2024-03,Control,56,Existing,41.22,5,9.0,No,28,No,v1
2024-03,Control,18,New,33.42,2,3.0,Yes,33,No,v1
2024-03,Control,18,New,42.2,3,8.0,No,33,Yes,v1
2024-03,Control,34,Existing,48.13,6,3.0,Yes,30,Yes,v1
2024-03,Treatment,49,New,42.18,4,6.0,No,30,No,v1
2024-03,Treatment,32,Existing,37.62,3,3.0,No,36,Yes,v1
2024-03,Treatment,37,New,35.95,2,8.0,No,26,Yes,v1
2024-03,Treatment,37,Existing,40.65,1,2.0,No,16,No,v1
2024-03,Treatment,42,Existing,21.9,3,7.0,No,25,Yes,v1
2024-03,Treatment,18,New,38.54,5,6.0,Yes,23,Yes,v1
2024-03,Treatment,29,New,33.92,1,6.0,No,20,No,v1
2024-03,Treatment,37,Existing,40.65,2,7.0,No,32,Yes,v1
2024-03,Treatment,27,New,36.93,0,4.0,No,39,No,v1
2024-03,Treatment,36,New,44.6,3,8.0,Yes,35,Yes,v1
2024-03,Treatment,37,Existing,55.04,2,4.0,No,27,No,v1
2024-03,Treatment,18,Existing,46.29,4,7.0,Yes,25,No,v1
2024-03,Treatment,44,New,25.0,2,3.0,Yes,22,Yes,v1
2024-03,Treatment,30,New,48.23,4,7.0,Yes,26,No,v1
2024-03,Treatment,31,New,29.28,2,8.0,No,25,No,v1
2024-03,Treatment,50,Existing,50.83,2,7.0,No,26,No,v1
2024-03,Treatment,49,Existing,50.03,5,6.0,Yes,30,No,v1
2024-03,Treatment,26,Existing,45.69,5,9.0,No,18,Yes,v1
2024-03,Treatment,55,Existing,40.87,5,6.0,No,28,Yes,v1
2024-03,Treatment,25,New,36.35,1,11.0,Yes,32,Yes,v1
2024-03,Treatment,75,Existing,48.17,3,5.0,No,26,No,v1
2024-03,Treatment,37,Existing,37.6,7,4.0,Yes,37,No,v1
2024-03,Treatment,40,New,41.04,4,9.0,Yes,19,No,v1
2024-03,Treatment,42,Existing,36.5,3,7.0,Yes,21,Yes,v1
2024-03,Treatment,38,Existing,29.28,3,7.0,No,23,No,v1
2024-03,Treatment,38,Existing,43.94,4,5.0,No,30,Yes,v1
2024-03,Treatment,36,Existing,16.19,2,6.0,Yes,20,No,v1
2024-03,Treatment,45,Existing,41.9,3,6.0,No,23,Yes,v1
2024-03,Treatment,36,Existing,42.03,7,7.0,No,35,No,v1
2024-03,Treatment,32,New,39.84,2,8.0,Yes,27,No,v1
2024-03,Treatment,48,Existing,26.9,3,11.0,No,29,No,v1
2024-03,Treatment,45,Existing,49.73,3,9.0,No,27,Yes,v1
2024-03,Treatment,41,New,54.46,2,14.0,Yes,33,Yes,v1
2024-03,Treatment,25,New,42.31,2,7.0,Yes,27,Yes,v1
2024-03,Treatment,21,Existing,50.87,5,3.0,Yes,17,No,v1
2024-03,Treatment,59,Existing,33.01,3,5.0,No,20,Yes,v1
2024-03,Treatment,47,Existing,39.24,4,11.0,Yes,20,Yes,v1
2024-03,Treatment,48,Existing,35.25,2,7.0,No,27,Yes,v1
2024-03,Treatment,26,New,43.33,1,9.0,No,43,No,v1
2024-03,Treatment,32,Existing,46.21,5,7.0,No,30,Yes,v1
2024-03,Treatment,44,New,33.41,2,10.0,Yes,17,No,v1
2024-03,Treatment,27,New,38.8,6,3.0,Yes,26,No,v1
2024-03,Treatment,43,Existing,38.58,2,4.0,No,27,Yes,v1
2024-03,Treatment,39,New,42.51,1,7.0,Yes,25,No,v1
2024-03,Treatment,39,Existing,37.68,1,11.0,Yes,30,Yes,v1
2024-03,Treatment,33,New,36.71,5,5.0,Yes,34,Yes,v1
2024-03,Treatment,46,Existing,22.62,9,6.0,Yes,20,Yes,v1
2024-03,Treatment,57,Existing,39.1,4,7.0,No,38,Yes,v1
2024-03,Treatment,58,Existing,22.51,4,3.0,No,20,Yes,v1
2024-03,Treatment,23,Existing,31.52,0,9.0,No,25,Yes,v1
2024-03,Treatment,35,Existing,34.8,4,11.0,Yes,30,No,v1
2024-03,Treatment,19,New,38.59,3,8.0,No,19,No,v1
2024-03,Treatment,24,New,40.69,2,3.0,Yes,27,No,v1
2024-03,Treatment,27,New,40.63,2,5.0,No,18,No,v1
2024-03,Treatment,46,Existing,32.99,4,6.0,No,40,No,v1
2024-04,Control,44,Existing,39.05,1,6.0,Yes,32,No,v1
2024-04,Control,31,Existing,41.74,3,5.0,Yes,33,No,v1
2024-04,Control,33,Existing,33.58,2,8.0,Yes,32,Yes,v1
2024-04,Control,33,Existing,54.73,1,5.0,No,39,No,v1
2024-04,Control,38,Existing,49.1,3,5.0,No,29,No,v1
2024-04,Control,44,Existing,48.05,1,5.0,Yes,17,Yes,v1
2024-04,Control,22,Existing,36.44,6,9.0,No,33,Yes,v1
2024-04,Control,39,New,42.22,2,4.0,No,34,No,v1
2024-04,Control,32,New,47.02,2,7.0,No,30,Yes,v1
2024-04,Control,22,New,47.75,1,2.0,No,15,No,v1
2024-04,Control,46,Existing,35.26,2,7.0,No,33,No,v1
2024-04,Control,26,New,39.98,3,7.0,No,34,Yes,v1
2024-04,Control,32,New,41.69,1,7.0,Yes,23,No,v1
2024-04,Control,29,New,40.66,2,10.0,No,27,No,v1
2024-04,Control,19,New,30.45,2,4.0,Yes,29,No,v1
2024-04,Control,22,Existing,17.56,3,6.0,No,31,No,v1
2024-04,Control,20,New,32.03,2,7.0,Yes,24,No,v1
2024-04,Control,40,Existing,37.4,3,5.0,No,11,No,v1
2024-04,Control,36,Existing,35.6,3,6.0,No,37,No,v1
2024-04,Control,30,New,46.38,1,6.0,Yes,23,Yes,v1
2024-04,Control,46,Existing,28.85,5,7.0,Yes,27,Yes,v1
2024-04,Control,40,Existing,44.67,6,9.0,No,28,No,v1
2024-04,Control,28,Existing,30.01,1,8.0,No,21,No,v1
2024-04,Control,45,Existing,44.62,2,5.0,No,24,No,v1
2024-04,Control,20,New,34.17,3,3.0,Yes,20,No,v1
2024-04,Control,36,New,39.2,1,7.0,Yes,27,Yes,v1
2024-04,Control,50,Existing,46.67,4,10.0,Yes,30,No,v1
2024-04,Control,49,Existing,36.71,3,9.0,Yes,33,Yes,v1
2024-04,Control,25,New,29.53,0,5.0,Yes,17,No,v1
2024-04,Control,37,New,48.0,0,9.0,No,33,No,v1
2024-04,Control,34,New,35.01,0,5.0,No,40,Yes,v1
2024-04,Control,25,Existing,50.26,4,7.0,No,39,Yes,v1
2024-04,Control,25,Existing,37.1,1,3.0,No,16,No,v1
2024-04,Control,43,New,39.26,1,3.0,No,22,No,v1
2024-04,Control,25,Existing,39.6,6,6.0,No,28,No,v1
2024-04,Control,28,Existing,51.28,4,6.0,No,32,No,v1
2024-04,Control,59,Existing,40.1,2,7.0,Yes,32,Yes,v1
2024-04,Control,30,New,55.9,2,8.0,No,29,Yes,v1
2024-04,Control,45,New,34.0,1,7.0,Yes,23,No,v1
2024-04,Control,47,Existing,42.44,2,3.0,No,33,No,v1
2024-04,Control,29,Existing,48.21,1,10.0,No,28,Yes,v1
2024-04,Control,36,Existing,43.06,8,7.0,No,28,No,v1
2024-04,Control,37,New,48.79,2,10.0,Yes,38,No,v1
2024-04,Control,51,Existing,39.47,0,7.0,Yes,26,No,v1
2024-04,Control,39,New,48.17,2,9.0,No,34,Yes,v1
2024-04,Control,36,Existing,39.78,2,9.0,No,36,Yes,v1
2024-04,Control,54,New,39.49,2,11.0,No,38,No,v1
2024-04,Control,44,Existing,45.54,2,10.0,Yes,33,No,v1
2024-04,Treatment,35,New,43.27,2,9.0,No,25,Yes,v1
2024-04,Treatment,40,New,32.57,2,6.0,Yes,32,No,v1
2024-04,Treatment,37,Existing,47.46,4,7.0,No,32,Yes,v1
2024-04,Treatment,35,New,37.97,2,8.0,Yes,29,No,v1
2024-04,Treatment,19,Existing,41.97,1,8.0,Yes,28,Yes,v1
2024-04,Treatment,41,Existing,31.19,6,9.0,No,17,Yes,v1
2024-04,Treatment,50,Existing,46.22,5,10.0,Yes,32,No,v1
2024-04,Treatment,56,Existing,46.05,3,6.0,No,38,No,v1
2024-04,Treatment,39,Existing,28.53,2,11.0,No,17,Yes,v1
2024-04,Treatment,37,New,54.49,5,6.0,Yes,25,Yes,v1
2024-04,Treatment,45,Existing,32.92,8,6.0,Yes,42,No,v1
2024-04,Treatment,41,New,45.26,0,14.0,Yes,38,No,v1
2024-04,Treatment,60,Existing,37.16,3,7.0,Yes,22,Yes,v1
2024-04,Treatment,47,New,20.19,2,9.0,No,14,Yes,v1
2024-04,Treatment,35,Existing,37.69,4,6.0,Yes,36,No,v1
2024-04,Treatment,31,Existing,26.98,3,3.0,No,23,Yes,v1
2024-04,Treatment,38,Existing,46.78,3,11.0,No,32,Yes,v1
2024-04,Treatment,19,New,37.49,6,6.0,Yes,22,Yes,v1
2024-04,Treatment,44,Existing,47.1,4,6.0,Yes,32,Yes,v1
2024-04,Treatment,62,Existing,31.18,4,11.0,No,20,Yes,v1
2024-04,Treatment,48,New,29.83,1,7.0,Yes,24,Yes,v1
2024-04,Treatment,39,Existing,43.14,3,7.0,Yes,30,Yes,v1
2024-04,Treatment,29,New,28.92,2,5.0,No,26,No,v1
2024-04,Treatment,51,Existing,40.92,3,8.0,No,30,Yes,v1
2024-04,Treatment,23,Existing,41.65,2,5.0,No,33,Yes,v1
2024-04,Treatment,32,Existing,42.92,3,5.0,No,30,Yes,v1
2024-04,Treatment,50,Existing,47.69,3,8.0,No,31,No,v1
2024-04,Treatment,22,New,40.02,3,7.0,No,24,No,v1
2024-04,Treatment,51,Existing,31.21,1,6.0,No,26,No,v1
2024-04,Treatment,38,Existing,40.82,1,10.0,No,28,Yes,v1
2024-04,Treatment,34,Existing,46.83,3,9.0,No,33,Yes,v1
2024-04,Treatment,33,Existing,52.54,5,10.0,Yes,36,Yes,v1
2024-04,Treatment,26,Existing,37.28,4,4.0,Yes,28,No,v1
2024-04,Treatment,30,New,32.64,2,5.0,No,29,No,v1
2024-04,Treatment,40,Existing,24.65,1,8.0,No,20,Yes,v1
2024-04,Treatment,35,Existing,40.07,4,4.0,No,15,No,v1
2024-04,Treatment,45,New,36.53,6,7.0,No,28,Yes,v1
2024-04,Treatment,56,Existing,39.65,2,3.0,No,20,No,v1
2024-04,Treatment,34,Existing,42.48,2,8.0,No,20,Yes,v1
2024-04,Treatment,44,Existing,42.33,4,9.0,No,26,No,v1
2024-04,Treatment,40,Existing,32.45,4,11.0,Yes,22,Yes,v1
2024-04,Treatment,42,Existing,49.07,2,4.0,No,27,No,v1
2024-04,Treatment,52,New,48.71,0,6.0,No,31,Yes,v1
2024-04,Treatment,33,Existing,50.29,5,4.0,Yes,21,Yes,v1
2024-04,Treatment,44,New,41.01,2,5.0,Yes,31,No,v1
2024-04,Treatment,29,New,40.07,3,9.0,Yes,14,Yes,v1
2024-05,Control,42,Existing,43.7,4,7.0,No,30,Yes,v1
2024-05,Control,33,New,23.78,1,11.0,Yes,23,Yes,v1
2024-05,Control,35,New,27.99,1,6.0,No,27,Yes,v1
2024-05,Control,48,New,32.51,1,12.0,Yes,27,Yes,v1
2024-05,Control,40,New,39.86,2,8.0,No,17,Yes,v1
2024-05,Control,64,Existing,41.57,4,7.0,No,23,No,v1
2024-05,Control,50,Existing,20.34,3,9.0,Yes,14,No,v1
2024-05,Control,21,Existing,41.27,2,7.0,No,33,No,v1
2024-05,Control,29,New,39.54,5,6.0,Yes,29,Yes,v1
2024-05,Control,28,Existing,62.81,0,9.0,No,29,No,v1
2024-05,Control,44,Existing,46.23,2,6.0,Yes,29,Yes,v1
2024-05,Control,23,New,26.52,1,7.0,No,21,No,v1
2024-05,Control,55,Existing,48.76,2,11.0,No,34,Yes,v1
2024-05,Control,29,New,34.57,0,2.0,No,24,No,v1
2024-05,Control,57,New,37.29,3,6.0,Yes,29,No,v1
2024-05,Control,40,Existing,39.69,1,6.0,No,15,Yes,v1
2024-05,Control,30,Existing,40.96,6,7.0,No,26,No,v1
2024-05,Control,29,New,24.54,0,1.0,Yes,11,Yes,v1
2024-05,Control,48,Existing,38.81,0,9.0,Yes,17,No,v1
2024-05,Control,24,New,40.68,1,7.0,Yes,10,Yes,v1
2024-05,Control,56,New,51.95,4,9.0,Yes,28,Yes,v1
2024-05,Control,47,Existing,31.37,5,3.0,No,24,No,v1
2024-05,Control,28,Existing,32.73,4,3.0,No,36,No,v1
2024-05,Control,54,New,27.69,6,7.0,No,32,Yes,v1
2024-05,Control,36,New,42.58,2,6.0,No,35,No,v1
2024-05,Control,37,New,33.81,1,6.0,Yes,24,No,v1
2024-05,Control,38,Existing,38.71,7,4.0,No,22,Yes,v1
2024-05,Control,51,Existing,28.18,6,4.0,Yes,32,No,v1
2024-05,Control,41,Existing,52.3,3,2.0,No,27,Yes,v1
2024-05,Control,59,New,28.42,2,9.0,No,16,Yes,v1
2024-05,Control,39,Existing,51.99,7,4.0,No,23,No,v1
2024-05,Control,44,Existing,37.71,4,7.0,No,26,No,v1
2024-05,Control,37,Existing,42.29,7,4.0,No,25,Yes,v1
2024-05,Control,60,Existing,35.88,2,11.0,No,28,No,v1
2024-05,Control,65,Existing,23.55,5,12.0,Yes,11,Yes,v1
2024-05,Control,59,New,39.17,1,5.0,No,25,No,v1
2024-05,Control,30,Existing,43.7,1,11.0,Yes,33,No,v1
2024-05,Control,53,Existing,41.79,3,10.0,No,41,No,v1
2024-05,Control,21,New,37.98,2,4.0,Yes,23,No,v1
2024-05,Control,51,New,48.86,5,1.0,No,33,Yes,v1
2024-05,Control,30,New,45.66,1,5.0,No,36,Yes,v1
2024-05,Control,37,Existing,40.34,2,2.0,No,29,No,v1
2024-05,Control,39,Existing,35.56,2,4.0,No,16,No,v1
2024-05,Control,37,New,32.29,1,7.0,No,34,Yes,v1
2024-05,Control,51,Existing,35.97,3,6.0,Yes,16,No,v1
2024-05,Control,37,Existing,40.04,3,5.0,No,25,No,v1
2024-05,Control,49,Existing,47.44,4,7.0,Yes,25,No,v1
2024-05,Control,45,New,49.94,1,8.0,No,32,Yes,v1
2024-05,Control,46,Existing,51.48,2,5.0,No,37,Yes,v1
2024-05,Control,49,New,49.65,2,10.0,No,11,No,v1
2024-05,Control,35,Existing,35.61,5,8.0,Yes,27,No,v1
2024-05,Control,35,Existing,33.15,7,3.0,No,26,Yes,v1
2024-05,Control,37,Existing,45.02,3,8.0,No,21,Yes,v1
2024-05,Control,23,New,39.87,1,11.0,No,35,No,v1
2024-05,Control,46,Existing,46.29,2,3.0,Yes,23,No,v1
2024-05,Control,26,New,47.92,2,8.0,No,30,No,v1
2024-05,Control,43,New,39.47,1,7.0,No,15,Yes,v1
2024-05,Control,30,New,41.01,0,5.0,Yes,30,No,v1
2024-05,Control,48,New,51.68,3,8.0,No,17,No,v1
2024-05,Control,39,Existing,56.27,3,7.0,No,32,Yes,v1
2024-05,Control,24,New,32.75,1,10.0,Yes,31,No,v1
2024-05,Control,29,Existing,50.37,3,7.0,No,25,No,v1
2024-05,Control,44,New,33.07,1,9.0,No,18,No,v1
2024-05,Control,40,Existing,41.09,5,6.0,No,21,No,v1
2024-05,Control,31,New,24.23,1,5.0,No,22,No,v1
2024-05,Control,40,New,45.97,3,8.0,No,34,No,v1
2024-05,Control,53,Existing,11.7,1,7.0,No,26,Yes,v1
2024-05,Treatment,39,Existing,37.97,4,6.0,No,35,No,v1
2024-05,Treatment,41,New,35.76,2,9.0,No,24,No,v1
2024-05,Treatment,36,New,39.81,6,10.0,No,31,Yes,v1
2024-05,Treatment,34,New,35.73,2,7.0,No,25,No,v1
2024-05,Treatment,24,New,43.86,1,5.0,Yes,38,No,v1
2024-05,Treatment,60,Existing,44.19,2,11.0,No,25,Yes,v1
2024-05,Treatment,46,New,43.02,2,12.0,No,17,No,v1
2024-05,Treatment,43,Existing,46.83,4,8.0,Yes,30,Yes,v1
2024-05,Treatment,43,New,46.54,0,8.0,Yes,28,No,v1
2024-05,Treatment,45,Existing,34.64,6,11.0,Yes,31,Yes,v1
2024-05,Treatment,28,Existing,32.81,6,3.0,No,36,No,v1
2024-05,Treatment,44,Existing,40.21,2,6.0,No,25,No,v1
2024-05,Treatment,34,New,28.88,2,10.0,No,38,No,v1
2024-05,Treatment,39,New,38.46,6,5.0,No,32,No,v1
2024-05,Treatment,49,Existing,42.29,4,12.0,No,31,Yes,v1
2024-05,Treatment,18,New,19.11,7,11.0,Yes,20,Yes,v1
2024-05,Treatment,68,Existing,34.85,4,6.0,No,29,No,v1
2024-05,Treatment,51,Existing,43.63,2,7.0,No,32,No,v1
2024-05,Treatment,47,Existing,47.48,4,9.0,No,25,No,v1
2024-05,Treatment,24,New,42.62,3,6.0,No,25,No,v1
2024-05,Treatment,36,New,33.89,5,7.0,No,22,Yes,v1
2024-05,Treatment,34,Existing,39.6,1,6.0,No,15,Yes,v1
2024-05,Treatment,38,Existing,32.39,5,9.0,Yes,36,Yes,v1
2024-05,Treatment,44,New,32.62,0,5.0,Yes,22,No,v1
2024-05,Treatment,49,New,49.31,6,7.0,No,25,Yes,v1
2024-05,Treatment,36,New,36.77,1,3.0,No,10,Yes,v1
2024-05,Treatment,52,Existing,34.97,6,6.0,Yes,33,Yes,v1
2024-05,Treatment,59,Existing,33.15,3,4.0,No,23,Yes,v1
2024-05,Treatment,41,Existing,44.13,6,4.0,Yes,24,No,v1
2024-05,Treatment,40,Existing,25.54,3,7.0,Yes,27,Yes,v1
2024-05,Treatment,50,Existing,37.96,2,5.0,No,47,Yes,v1
2024-05,Treatment,51,New,32.7,2,12.0,No,23,Yes,v1
2024-05,Treatment,38,New,27.72,4,9.0,No,19,Yes,v1
2024-05,Treatment,18,New,58.12,2,3.0,No,27,No,v1
2024-05,Treatment,57,New,28.22,0,9.0,No,33,No,v1
2024-05,Treatment,42,New,31.14,1,19.0,Yes,23,No,v1
2024-05,Treatment,48,New,48.55,4,8.0,Yes,31,Yes,v1
2024-05,Treatment,34,Existing,48.2,4,2.0,No,17,No,v1
2024-05,Treatment,29,New,57.0,3,4.0,No,39,Yes,v1
2024-05,Treatment,54,New,24.23,1,5.0,Yes,7,No,v1
2024-05,Treatment,65,Existing,32.68,2,8.0,No,29,No,v1
2024-05,Treatment,26,New,29.36,1,9.0,No,29,Yes,v1
2024-05,Treatment,52,Existing,45.29,0,8.0,No,35,Yes,v1
2024-05,Treatment,44,Existing,47.32,2,8.0,Yes,42,Yes,v1
2024-05,Treatment,44,Existing,45.19,1,10.0,No,25,Yes,v1
2024-05,Treatment,46,Existing,51.64,4,6.0,Yes,16,Yes,v1
2024-05,Treatment,28,Existing,43.52,4,1.0,Yes,11,Yes,v1
2024-05,Treatment,29,New,44.79,3,8.0,No,31,No,v1
2024-05,Treatment,32,New,59.5,2,7.0,Yes,28,No,v1
2024-05,Treatment,39,New,51.44,3,7.0,Yes,36,Yes,v1
2024-05,Treatment,43,New,40.24,4,5.0,Yes,26,No,v1
2024-05,Treatment,18,Existing,26.92,3,7.0,No,27,No,v1
2024-05,Treatment,41,Existing,30.59,1,5.0,No,14,Yes,v1
2024-05,Treatment,34,Existing,45.11,1,3.0,No,26,No,v1
2024-05,Treatment,30,New,34.06,3,9.0,Yes,20,Yes,v1
2024-05,Treatment,42,Existing,25.99,5,6.0,No,28,No,v1
2024-06,Control,25,Existing,48.16,2,7.0,Yes,36,No,v1
2024-06,Control,35,New,34.06,4,8.0,Yes,15,No,v1
2024-06,Control,43,Existing,58.92,3,8.0,No,40,Yes,v1
2024-06,Control,30,New,46.63,2,4.0,No,22,No,v1
2024-06,Control,43,New,37.24,1,11.0,Yes,27,Yes,v1
2024-06,Control,27,New,45.87,1,4.0,Yes,35,No,v1
2024-06,Control,26,New,45.87,1,3.0,No,38,Yes,v1
2024-06,Control,40,New,45.53,3,7.0,No,20,Yes,v1
2024-06,Control,18,New,36.86,3,12.0,No,32,Yes,v1
2024-06,Control,37,Existing,51.38,4,4.0,No,34,No,v1
2024-06,Control,48,New,34.2,3,5.0,No,21,No,v1
2024-06,Control,36,Existing,39.14,3,4.0,No,20,No,v1
2024-06,Control,38,New,49.87,2,10.0,No,21,No,v1
2024-06,Control,20,Existing,34.11,5,5.0,Yes,29,Yes,v1
2024-06,Control,57,Existing,34.57,1,4.0,No,19,Yes,v1
2024-06,Control,30,New,44.69,3,11.0,Yes,34,Yes,v1
2024-06,Control,27,New,42.82,2,10.0,No,21,No,v1
2024-06,Control,37,New,19.22,1,13.0,Yes,13,Yes,v1
